"","Region","Province","CityProvince","Barangay","Population","HouseholdPopulation","Nhouseholds","Area","BrgyCount","BrgyArea","BrgyDensity"
"2260","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","SULU","LUGUS","Pait",1681,1681,276,36650.95,2081,17.6121816434407,95.4453022363677
"2261","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","SULU","LUGUS","Parian Kayawan",1584,1584,255,36650.95,2081,17.6121816434407,89.9377505903667
"2258","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","SULU","LUGUS","Mangkallay",1552,1552,226,36650.95,2081,17.6121816434407,88.1208263360159
"18877","REGION IV-A – CALABARZON","LAGUNA","LUISIANA","San Antonio",3093,3093,784,16576.26,2968,5.58499326145552,553.805502568131
"18879","REGION IV-A – CALABARZON","LAGUNA","LUISIANA","San Diego",2669,2669,622,16576.26,2968,5.58499326145552,477.887774443692
"18880","REGION IV-A – CALABARZON","LAGUNA","LUISIANA","San Isidro",2423,2423,614,16576.26,2968,5.58499326145552,433.841168031872
"18878","REGION IV-A – CALABARZON","LAGUNA","LUISIANA","San Buenaventura",1819,1819,442,16576.26,2968,5.58499326145552,325.694215703663
"18890","REGION IV-A – CALABARZON","LAGUNA","LUISIANA","Santo Tomas",1799,1799,400,16576.26,2968,5.58499326145552,322.113190792133
"503","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","LUMBA-BAYABAO (MAGUING)","Mapantao",1852,1852,331,36650.95,2081,17.6121816434407,105.154491220555
"510","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","LUMBA-BAYABAO (MAGUING)","Salaman",1847,1847,256,36650.95,2081,17.6121816434407,104.870596805813
"491","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","LUMBA-BAYABAO (MAGUING)","Dialongana",1646,1646,266,36650.95,2081,17.6121816434407,93.4580413331715
"499","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","LUMBA-BAYABAO (MAGUING)","Lindongan Dialongana",1519,1519,228,36650.95,2081,17.6121816434407,86.2471231987165
"514","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","LUMBA-BAYABAO (MAGUING)","Taluan",1514,1514,222,36650.95,2081,17.6121816434407,85.9632287839742
"1368","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","LUMBACA-UNAYAN","Oriental Beta",1115,1115,163,36650.95,2081,17.6121816434407,63.3084544875372
"1365","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","LUMBACA-UNAYAN","Dilausan",1110,1110,159,36650.95,2081,17.6121816434407,63.0245600727948
"1361","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","LUMBACA-UNAYAN","Bangon (Dilausan)",928,928,144,36650.95,2081,17.6121816434407,52.6908033761744
"1362","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","LUMBACA-UNAYAN","Beta",840,840,147,36650.95,2081,17.6121816434407,47.6942616767096
"1366","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","LUMBACA-UNAYAN","Dimapaok",837,837,111,36650.95,2081,17.6121816434407,47.5239250278642
"18895","REGION IV-A – CALABARZON","LAGUNA","LUMBAN","Concepcion",3796,3796,874,16576.26,2968,5.58499326145552,679.678528208414
"18906","REGION IV-A – CALABARZON","LAGUNA","LUMBAN","Wawa",3693,3693,896,16576.26,2968,5.58499326145552,661.236249914034
"18898","REGION IV-A – CALABARZON","LAGUNA","LUMBAN","Maytalang I",3622,3622,818,16576.26,2968,5.58499326145552,648.523611478102
"18891","REGION IV-A – CALABARZON","LAGUNA","LUMBAN","Bagong Silang",2830,2830,632,16576.26,2968,5.58499326145552,506.71502498151
"18901","REGION IV-A – CALABARZON","LAGUNA","LUMBAN","Primera Pulo (Pob.)",2296,2296,480,16576.26,2968,5.58499326145552,411.101659843656
"523","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","LUMBATAN","Dago-ok",1919,1919,293,36650.95,2081,17.6121816434407,108.958676378102
"535","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","LUMBATAN","Poblacion (Lumbatan)",1552,1552,243,36650.95,2081,17.6121816434407,88.1208263360159
"524","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","LUMBATAN","Dalama",1353,1353,210,36650.95,2081,17.6121816434407,76.8218286292716
"533","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","LUMBATAN","Pantar",1209,1209,199,36650.95,2081,17.6121816434407,68.6456694846928
"526","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","LUMBATAN","Lalapung",1200,1200,190,36650.95,2081,17.6121816434407,68.1346595381566
"1282","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","LUMBAYANAGUE","Balaigay",1560,1560,240,36650.95,2081,17.6121816434407,88.5750573996036
"1291","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","LUMBAYANAGUE","Kabasaran (Pob.)",1160,1086,180,36650.95,2081,17.6121816434407,65.863504220218
"1299","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","LUMBAYANAGUE","Singcara",1085,1085,153,36650.95,2081,17.6121816434407,61.6050879990832
"1292","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","LUMBAYANAGUE","Nanagun",898,882,134,36650.95,2081,17.6121816434407,50.9874368877205
"1294","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","LUMBAYANAGUE","Miniros",882,882,156,36650.95,2081,17.6121816434407,50.0789747605451
"9656","REGION I - ILOCOS","LA UNION","LUNA","Magallanes (Pob.)",1990,1990,478,12964.62,2609,4.96919126101955,400.467580229887
"9646","REGION I - ILOCOS","LA UNION","LUNA","Barrientos",1902,1902,463,12964.62,2609,4.96919126101955,382.758461104143
"9655","REGION I - ILOCOS","LA UNION","LUNA","Darigayos",1568,1568,358,12964.62,2609,4.96919126101955,315.544304422343
"9661","REGION I - ILOCOS","LA UNION","LUNA","Nalvo Sur",1538,1533,344,12964.62,2609,4.96919126101955,309.507104720385
"9676","REGION I - ILOCOS","LA UNION","LUNA","Santo Domingo Norte",1495,1495,354,12964.62,2609,4.96919126101955,300.853785147579
"14900","REGION III - CENTRAL LUZON","NUEVA ECIJA","LUPAO","San Isidro",4967,4967,1116,21906.19,2268,9.6588139329806,514.245334309618
"14891","REGION III - CENTRAL LUZON","NUEVA ECIJA","LUPAO","Parista",3998,3981,934,21906.19,2268,9.6588139329806,413.922457533693
"14885","REGION III - CENTRAL LUZON","NUEVA ECIJA","LUPAO","Bagong Flores",3816,3808,868,21906.19,2268,9.6588139329806,395.079564269277
"14886","REGION III - CENTRAL LUZON","NUEVA ECIJA","LUPAO","Balbalungao",2677,2676,580,21906.19,2268,9.6588139329806,277.156182795822
"14898","REGION III - CENTRAL LUZON","NUEVA ECIJA","LUPAO","San Antonio Este",2119,2119,461,21906.19,2268,9.6588139329806,219.385114435691
"24215","REGION V - BICOL","CAMARINES SUR","LUPI","Colacling (Del Rosario)",3173,3173,671,18114.47,2484,7.29245974235105,435.10696145126
"24224","REGION V - BICOL","CAMARINES SUR","LUPI","Poblacion",2239,2239,520,18114.47,2484,7.29245974235105,307.029463186061
"24235","REGION V - BICOL","CAMARINES SUR","LUPI","Sooc",2181,2172,449,18114.47,2484,7.29245974235105,299.076042522911
"24214","REGION V - BICOL","CAMARINES SUR","LUPI","Casay",1846,1797,392,18114.47,2484,7.29245974235105,253.1381817961
"24211","REGION V - BICOL","CAMARINES SUR","LUPI","Bulawan Sr.",1624,1624,379,18114.47,2484,7.29245974235105,222.695778568183
"39115","REGION XI - DAVAO ","DAVAO ORIENTAL","LUPON","Poblacion",16851,16843,4008,20433.38,980,20.850387755102,808.18640870967
"39113","REGION XI - DAVAO ","DAVAO ORIENTAL","LUPON","Marayag",5767,5763,1239,20433.38,980,20.850387755102,276.589580382688
"39099","REGION XI - DAVAO ","DAVAO ORIENTAL","LUPON","Bagumbayan",5342,5342,1257,20433.38,980,20.850387755102,256.206266413095
"39105","REGION XI - DAVAO ","DAVAO ORIENTAL","LUPON","Ilangay",5257,5257,1185,20433.38,980,20.850387755102,252.129603619176
"39101","REGION XI - DAVAO ","DAVAO ORIENTAL","LUPON","Calapagan",4713,4710,1041,20433.38,980,20.850387755102,226.038961738097
"40453","REGION XII - SOCCSKSARGEN","SULTAN KUDARAT","LUTAYAN","Lutayan Proper",10702,10702,2341,22786.08,1088,20.9430882352941,511.003911159796
"40459","REGION XII - SOCCSKSARGEN","SULTAN KUDARAT","LUTAYAN","Tamnag (Pob.)",8824,8824,1138,22786.08,1088,20.9430882352941,421.332322189688
"40452","REGION XII - SOCCSKSARGEN","SULTAN KUDARAT","LUTAYAN","Blingkong",6794,6705,1471,22786.08,1088,20.9430882352941,324.402968830093
"40455","REGION XII - SOCCSKSARGEN","SULTAN KUDARAT","LUTAYAN","Mamali",6780,6780,1433,22786.08,1088,20.9430882352941,323.734490531061
"40460","REGION XII - SOCCSKSARGEN","SULTAN KUDARAT","LUTAYAN","Palavilla",5291,5291,1326,22786.08,1088,20.9430882352941,252.637048584048
"1936","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","SULU","LUUK","Tubig-Puti (Pob.)",10635,10635,2077,36650.95,2081,17.6121816434407,603.843420156913
"1940","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","SULU","LUUK","Niog-niog",2594,2594,442,36650.95,2081,17.6121816434407,147.284422368315
"1933","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","SULU","LUUK","Lianutan",2387,2387,462,36650.95,2081,17.6121816434407,135.531193597983
"1937","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","SULU","LUUK","Tandu-Bato",2376,2376,351,36650.95,2081,17.6121816434407,134.90662588555
"1935","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","SULU","LUUK","Mananti",2261,2261,342,36650.95,2081,17.6121816434407,128.377054346477
"39859","REGION XII - SOCCSKSARGEN","COTABATO (NORTH COTABATO)","M'LANG","Bagontapay",6725,6725,1759,22786.08,1088,20.9430882352941,321.108325784865
"39865","REGION XII - SOCCSKSARGEN","COTABATO (NORTH COTABATO)","M'LANG","Dungo-an",6470,6470,1354,22786.08,1088,20.9430882352941,308.932471052502
"39888","REGION XII - SOCCSKSARGEN","COTABATO (NORTH COTABATO)","M'LANG","Poblacion",5119,5074,1298,22786.08,1088,20.9430882352941,244.424315195944
"39861","REGION XII - SOCCSKSARGEN","COTABATO (NORTH COTABATO)","M'LANG","Buayan",4873,4873,1278,22786.08,1088,20.9430882352941,232.678196512959
"39864","REGION XII - SOCCSKSARGEN","COTABATO (NORTH COTABATO)","M'LANG","Dagong",4829,4829,1125,22786.08,1088,20.9430882352941,230.577264716002
"27208","REGION VI - WESTERN VISAYAS","CAPIZ","MA-AYON","Tuburan",2282,2282,532,12773.46,2724,4.68922907488987,486.647157465557
"27202","REGION VI - WESTERN VISAYAS","CAPIZ","MA-AYON","Poblacion Ilaya",1883,1873,440,12773.46,2724,4.68922907488987,401.558544043666
"27188","REGION VI - WESTERN VISAYAS","CAPIZ","MA-AYON","East Villaflores",1659,1659,383,12773.46,2724,4.68922907488987,353.789497912077
"27203","REGION VI - WESTERN VISAYAS","CAPIZ","MA-AYON","Poblacion Tabuc",1590,1590,387,12773.46,2724,4.68922907488987,339.074925666186
"27185","REGION VI - WESTERN VISAYAS","CAPIZ","MA-AYON","Canapian",1518,1518,394,12773.46,2724,4.68922907488987,323.720589409604
"40662","REGION XII - SOCCSKSARGEN","SARANGANI","MAASIM","Poblacion (Maasim)",7943,7930,1763,22786.08,1088,20.9430882352941,379.265937800622
"40654","REGION XII - SOCCSKSARGEN","SARANGANI","MAASIM","Kablacan",6755,6732,1559,22786.08,1088,20.9430882352941,322.54077928279
"40664","REGION XII - SOCCSKSARGEN","SARANGANI","MAASIM","Tinoto",5880,5880,1263,22786.08,1088,20.9430882352941,280.76088559331
"40651","REGION XII - SOCCSKSARGEN","SARANGANI","MAASIM","Colon",5470,5439,1304,22786.08,1088,20.9430882352941,261.184021121667
"40657","REGION XII - SOCCSKSARGEN","SARANGANI","MAASIM","Lumasal",4591,4591,975,22786.08,1088,20.9430882352941,219.213133632463
"28660","REGION VI - WESTERN VISAYAS","ILOILO","MAASIN","Dagami",2044,2044,390,12773.46,2724,4.68922907488987,435.892545950745
"28689","REGION VI - WESTERN VISAYAS","ILOILO","MAASIN","Tubang",1438,1438,296,12773.46,2724,4.68922907488987,306.66021579118
"28665","REGION VI - WESTERN VISAYAS","ILOILO","MAASIN","Layog",1419,1418,276,12773.46,2724,4.68922907488987,302.608377056804
"28673","REGION VI - WESTERN VISAYAS","ILOILO","MAASIN","Nagba",1362,1362,279,12773.46,2724,4.68922907488987,290.452860853676
"28675","REGION VI - WESTERN VISAYAS","ILOILO","MAASIN","Naslo-Bucao",1335,1335,284,12773.46,2724,4.68922907488987,284.694984757458
"15526","REGION III - CENTRAL LUZON","PAMPANGA","MABALACAT CITY","Dau",54541,54541,12825,21906.19,2268,9.6588139329806,5646.75956887072
"15525","REGION III - CENTRAL LUZON","PAMPANGA","MABALACAT CITY","Dapdap",37789,37737,7839,21906.19,2268,9.6588139329806,3912.38512949993
"15544","REGION III - CENTRAL LUZON","PAMPANGA","MABALACAT CITY","Sapang Biabas",28464,28464,5874,21906.19,2268,9.6588139329806,2946.94568065008
"15530","REGION III - CENTRAL LUZON","PAMPANGA","MABALACAT CITY","Mabiga",19056,18992,4482,21906.19,2268,9.6588139329806,1972.91304421262
"15545","REGION III - CENTRAL LUZON","PAMPANGA","MABALACAT CITY","Tabun",14759,14759,3727,21906.19,2268,9.6588139329806,1528.03440488739
"7826","NEGROS ISLAND REGION","NEGROS ORIENTAL","MABINAY","Poblacion",6774,6733,1540,13425.4,1023,13.1235581622678,516.170989318754
"7816","NEGROS ISLAND REGION","NEGROS ORIENTAL","MABINAY","Lumbangan",5016,5000,1108,13425.4,1023,13.1235581622678,382.213416360034
"7829","NEGROS ISLAND REGION","NEGROS ORIENTAL","MABINAY","Tara",4741,4741,1102,13425.4,1023,13.1235581622678,361.258733445558
"7825","NEGROS ISLAND REGION","NEGROS ORIENTAL","MABINAY","Pantao",4130,4130,924,13425.4,1023,13.1235581622678,314.701237951942
"7811","NEGROS ISLAND REGION","NEGROS ORIENTAL","MABINAY","Dahile",3958,3958,747,13425.4,1023,13.1235581622678,301.595036274524
"10506","REGION I - ILOCOS","PANGASINAN","MABINI","Tagudin",3277,3277,790,12964.62,2609,4.96919126101955,659.46344744389
"10504","REGION I - ILOCOS","PANGASINAN","MABINI","Poblacion",2940,2940,737,12964.62,2609,4.96919126101955,591.645570791894
"17302","REGION IV-A – CALABARZON","BATANGAS","MABINI","Solo",2725,2692,568,16576.26,2968,5.58499326145552,487.914644195977
"30253","REGION VII - CENTRAL VISAYAS","BOHOL","MABINI","San Roque (Cabulao)",2548,2545,602,10452.01,1866,5.60129153269025,454.895087165052
"17273","REGION IV-A – CALABARZON","BATANGAS","MABINI","Bagalangit",2458,2458,575,16576.26,2968,5.58499326145552,440.10796162705
"39247","REGION XI - DAVAO ","COMPOSTELA VALLEY","MABINI (DOÑA ALICIA)","Cuambog (Pob.)",6170,6162,1425,20433.38,980,20.850387755102,295.917758099737
"39246","REGION XI - DAVAO ","COMPOSTELA VALLEY","MABINI (DOÑA ALICIA)","Pindasan",5984,5964,1333,20433.38,980,20.850387755102,286.997060691868
"39248","REGION XI - DAVAO ","COMPOSTELA VALLEY","MABINI (DOÑA ALICIA)","Tagnanan (Mampising)",5530,5530,1330,20433.38,980,20.850387755102,265.222885298468
"39253","REGION XI - DAVAO ","COMPOSTELA VALLEY","MABINI (DOÑA ALICIA)","Golden Valley (Maraut)",5386,5368,1275,20433.38,980,20.850387755102,258.316538918182
"39245","REGION XI - DAVAO ","COMPOSTELA VALLEY","MABINI (DOÑA ALICIA)","Cadunan",4138,4138,917,20433.38,980,20.850387755102,198.461536955707
"18913","REGION IV-A – CALABARZON","LAGUNA","MABITAC","Paagahan",4035,4035,868,16576.26,2968,5.58499326145552,722.471775901199
"18910","REGION IV-A – CALABARZON","LAGUNA","MABITAC","Matalatala",3818,3818,893,16576.26,2968,5.58499326145552,683.617655611097
"18911","REGION IV-A – CALABARZON","LAGUNA","MABITAC","Nanguma",2562,2562,568,16576.26,2968,5.58499326145552,458.729291167006
"18920","REGION IV-A – CALABARZON","LAGUNA","MABITAC","San Antonio",1445,1429,315,16576.26,2968,5.58499326145552,258.72904985805
"18918","REGION IV-A – CALABARZON","LAGUNA","MABITAC","Pag-Asa (Pob.)",1172,1172,257,16576.26,2968,5.58499326145552,209.848059815664
"22425","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA SIBUGAY","MABUHAY","Poblacion",4582,4452,803,16904.03,1576,10.7259073604061,427.189965943033
"22422","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA SIBUGAY","MABUHAY","Malinao",4077,4077,789,16904.03,1576,10.7259073604061,380.107702127836
"22430","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA SIBUGAY","MABUHAY","Taguisian",4069,4069,795,16904.03,1576,10.7259073604061,379.361844483239
"22428","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA SIBUGAY","MABUHAY","Sawa",2917,2917,565,16904.03,1576,10.7259073604061,271.958343661245
"22416","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA SIBUGAY","MABUHAY","Caliran",2813,2813,624,16904.03,1576,10.7259073604061,262.262194281482
"15547","REGION III - CENTRAL LUZON","PAMPANGA","MACABEBE","Caduang Tete",6561,6561,1496,21906.19,2268,9.6588139329806,679.275948944111
"15564","REGION III - CENTRAL LUZON","PAMPANGA","MACABEBE","Santa Maria",5756,5756,1286,21906.19,2268,9.6588139329806,595.932382582275
"15553","REGION III - CENTRAL LUZON","PAMPANGA","MACABEBE","San Esteban",5002,5002,950,21906.19,2268,9.6588139329806,517.868967629697
"15546","REGION III - CENTRAL LUZON","PAMPANGA","MACABEBE","Batasan",4494,4494,993,21906.19,2268,9.6588139329806,465.274518298253
"15560","REGION III - CENTRAL LUZON","PAMPANGA","MACABEBE","San Roque",4304,4304,932,21906.19,2268,9.6588139329806,445.603365989248
"19980","REGION IV-A – CALABARZON","QUEZON","MACALELON","Olongtao Ibaba",2161,2161,480,16576.26,2968,5.58499326145552,386.929741690828
"19984","REGION IV-A – CALABARZON","QUEZON","MACALELON","Pinagbayanan",2058,2058,429,16576.26,2968,5.58499326145552,368.487463396448
"19975","REGION IV-A – CALABARZON","QUEZON","MACALELON","Luctob",1937,1937,404,16576.26,2968,5.58499326145552,346.822262681691
"19987","REGION IV-A – CALABARZON","QUEZON","MACALELON","Castillo (Pob.)",1718,1718,338,16576.26,2968,5.58499326145552,307.610039900436
"19995","REGION IV-A – CALABARZON","QUEZON","MACALELON","Taguin",1421,1421,284,16576.26,2968,5.58499326145552,254.431819964214
"33514","REGION VIII - EASTERN VISAYAS","LEYTE","MACARTHUR","Tuyo",1445,1445,364,23234.78,3102,7.49025789813024,192.917255941309
"33491","REGION VIII - EASTERN VISAYAS","LEYTE","MACARTHUR","Danao",1286,1286,303,23234.78,3102,7.49025789813024,171.689682450189
"33489","REGION VIII - EASTERN VISAYAS","LEYTE","MACARTHUR","Casuntingan",1270,1270,340,23234.78,3102,7.49025789813024,169.553574425925
"33495","REGION VIII - EASTERN VISAYAS","LEYTE","MACARTHUR","Liwayway",1268,1268,327,23234.78,3102,7.49025789813024,169.286560922892
"33502","REGION VIII - EASTERN VISAYAS","LEYTE","MACARTHUR","Poblacion District 2",1255,1254,288,23234.78,3102,7.49025789813024,167.550973153178
"39281","REGION XI - DAVAO ","COMPOSTELA VALLEY","MACO","Poblacion",8231,8145,2071,20433.38,980,20.850387755102,394.764840667574
"39258","REGION XI - DAVAO ","COMPOSTELA VALLEY","MACO","Binuangan",6017,6017,1212,20433.38,980,20.850387755102,288.579765070683
"39263","REGION XI - DAVAO ","COMPOSTELA VALLEY","MACO","Elizalde (Somil)",5137,5109,1241,20433.38,980,20.850387755102,246.374314968938
"39261","REGION XI - DAVAO ","COMPOSTELA VALLEY","MACO","Concepcion",4292,4292,710,20433.38,980,20.850387755102,205.847490723512
"39279","REGION XI - DAVAO ","COMPOSTELA VALLEY","MACO","Panibasan",3949,3949,1006,20433.38,980,20.850387755102,189.396957331582
"12725","REGION II - CAGAYAN VALLEY","ISABELA ","MACONACON","Fely (Pob.)",813,813,156,29836.88,1886,15.8201908801697,51.390024694271
"12727","REGION II - CAGAYAN VALLEY","ISABELA ","MACONACON","Reina Mercedes",646,646,142,29836.88,1886,15.8201908801697,40.8338941605154
"12729","REGION II - CAGAYAN VALLEY","ISABELA ","MACONACON","Malasin",558,558,144,29836.88,1886,15.8201908801697,35.2713822624886
"12728","REGION II - CAGAYAN VALLEY","ISABELA ","MACONACON","Minanga",535,535,121,29836.88,1886,15.8201908801697,33.8175439255043
"12732","REGION II - CAGAYAN VALLEY","ISABELA ","MACONACON","Santa Marina (Dianggo)",435,435,102,29836.88,1886,15.8201908801697,27.4965076777465
"35940","REGION VIII - EASTERN VISAYAS","SOUTHERN LEYTE","MACROHON","Ichon",3671,3650,813,23234.78,3102,7.49025789813024,490.103284816986
"35951","REGION VIII - EASTERN VISAYAS","SOUTHERN LEYTE","MACROHON","San Roque",1816,1816,365,23234.78,3102,7.49025789813024,242.448260753921
"35935","REGION VIII - EASTERN VISAYAS","SOUTHERN LEYTE","MACROHON","Amparo",1587,1587,357,23234.78,3102,7.49025789813024,211.875214656648
"35961","REGION VIII - EASTERN VISAYAS","SOUTHERN LEYTE","MACROHON","Santa Cruz (Pob.)",1557,1557,363,23234.78,3102,7.49025789813024,207.870012111154
"35947","REGION VIII - EASTERN VISAYAS","SOUTHERN LEYTE","MACROHON","Rizal",1329,1329,285,23234.78,3102,7.49025789813024,177.430472765397
"26317","REGION VI - WESTERN VISAYAS","AKLAN","MADALAG","Poblacion",1775,1772,398,12773.46,2724,4.68922907488987,378.527039658793
"26316","REGION VI - WESTERN VISAYAS","AKLAN","MADALAG","Panipiason",1484,1483,323,12773.46,2724,4.68922907488987,316.469930621774
"26298","REGION VI - WESTERN VISAYAS","AKLAN","MADALAG","Alaminos",1257,1257,279,12773.46,2724,4.68922907488987,268.061120479494
"26315","REGION VI - WESTERN VISAYAS","AKLAN","MADALAG","Paningayan",1127,1127,266,12773.46,2724,4.68922907488987,240.338013349554
"26311","REGION VI - WESTERN VISAYAS","AKLAN","MADALAG","Medina",1105,1105,222,12773.46,2724,4.68922907488987,235.646410604488
"560","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","MADALUM","Poblacion",1396,1396,218,36650.95,2081,17.6121816434407,79.2633205960555
"566","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","MADALUM","Sugod",912,912,143,36650.95,2081,17.6121816434407,51.782341248999
"565","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","MADALUM","Salongabanding",907,907,147,36650.95,2081,17.6121816434407,51.4984468342567
"548","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","MADALUM","Dibarosan",902,902,148,36650.95,2081,17.6121816434407,51.2145524195144
"557","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","MADALUM","Linuk",902,902,144,36650.95,2081,17.6121816434407,51.2145524195144
"596","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","MADAMBA","Uyaan Proper (Pob.)",1850,1850,283,36650.95,2081,17.6121816434407,105.040933454658
"595","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","MADAMBA","Tuca",1209,1209,165,36650.95,2081,17.6121816434407,68.6456694846928
"591","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","MADAMBA","Madamba",1056,993,151,36650.95,2081,17.6121816434407,59.9585003935778
"578","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","MADAMBA","Balagunun",976,976,159,36650.95,2081,17.6121816434407,55.4161897577007
"594","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","MADAMBA","Tambo",882,882,134,36650.95,2081,17.6121816434407,50.0789747605451
"13585","REGION II - CAGAYAN VALLEY","QUIRINO","MADDELA","Poblacion Norte",3111,3111,632,29836.88,1886,15.8201908801697,196.647437667745
"13578","REGION II - CAGAYAN VALLEY","QUIRINO","MADDELA","Dipintin",2929,2929,719,29836.88,1886,15.8201908801697,185.143151696826
"13571","REGION II - CAGAYAN VALLEY","QUIRINO","MADDELA","Balligui",2250,2250,444,29836.88,1886,15.8201908801697,142.223315574551
"13598","REGION II - CAGAYAN VALLEY","QUIRINO","MADDELA","Poblacion Sur",2220,2200,516,29836.88,1886,15.8201908801697,140.327004700223
"13594","REGION II - CAGAYAN VALLEY","QUIRINO","MADDELA","Villa Hermosa Sur",2075,2075,516,29836.88,1886,15.8201908801697,131.161502140975
"41817","REGION XIII – CARAGA","SURIGAO DEL SUR","MADRID","Quirino (Pob.)",3139,3135,712,21120.56,1004,21.0364143426295,149.217444991989
"41824","REGION XIII – CARAGA","SURIGAO DEL SUR","MADRID","Linibonan",1592,1583,359,21120.56,1004,21.0364143426295,75.6782964088073
"41823","REGION XIII – CARAGA","SURIGAO DEL SUR","MADRID","Union",1348,1348,299,21120.56,1004,21.0364143426295,64.0793615320806
"41819","REGION XIII – CARAGA","SURIGAO DEL SUR","MADRID","San Juan",1305,1305,299,21120.56,1004,21.0364143426295,62.0352869431492
"41816","REGION XIII – CARAGA","SURIGAO DEL SUR","MADRID","Patong Patong",1213,1213,277,21120.56,1004,21.0364143426295,57.6619180552031
"31299","REGION VII - CENTRAL VISAYAS","CEBU","MADRIDEJOS","Mancilang",4934,4934,990,10452.01,1866,5.60129153269025,880.868273183818
"31301","REGION VII - CENTRAL VISAYAS","CEBU","MADRIDEJOS","Poblacion",3509,3509,857,10452.01,1866,5.60129153269025,626.462661248889
"31295","REGION VII - CENTRAL VISAYAS","CEBU","MADRIDEJOS","Kaongkod",3454,3454,730,10452.01,1866,5.60129153269025,616.643497279471
"31304","REGION VII - CENTRAL VISAYAS","CEBU","MADRIDEJOS","Talangnan",3294,3294,719,10452.01,1866,5.60129153269025,588.078656641163
"31305","REGION VII - CENTRAL VISAYAS","CEBU","MADRIDEJOS","Tarong",2879,2879,686,10452.01,1866,5.60129153269025,513.988601235552
"15580","REGION III - CENTRAL LUZON","PAMPANGA","MAGALANG","San Isidro",24786,24546,5464,21906.19,2268,9.6588139329806,2566.15358489998
"15591","REGION III - CENTRAL LUZON","PAMPANGA","MAGALANG","Santa Lucia",8883,8883,1980,21906.19,2268,9.6588139329806,919.678136636266
"15579","REGION III - CENTRAL LUZON","PAMPANGA","MAGALANG","San Ildefonso",6752,6752,1438,21906.19,2268,9.6588139329806,699.05063363369
"15590","REGION III - CENTRAL LUZON","PAMPANGA","MAGALANG","Santa Cruz (Pob.)",6396,6396,1392,21906.19,2268,9.6588139329806,662.193106149449
